Organism	Kingdom	Group	SubGroup	Size(Mb)	GC%	Genes	Proteins
Candidatus Carsonella ruddii	Bacteria	Proteobacteria	Gammaproteobacteria	0.174018	17.6	224	168
Candidatus Cloacimonas	Bacteria	FCB group	Cloacimonetes	2.93601	0	0	0
Candidatus Cloacimonas acidaminovorans	Bacteria	FCB group	Cloacimonetes	2.24682	0	0	0
Candidatus Clostridium anorexicamassiliense	Bacteria	Terrabacteria group	Firmicutes	4.43367	0	0	0
Candidatus Collierbacteria bacterium GW2011_GWA1_42_60	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.639386	42.0	726	720
Candidatus Collierbacteria bacterium GW2011_GWA1_44_12	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.760225	44.5	855	855
Candidatus Collierbacteria bacterium GW2011_GWA1_45_15	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.856977	43.8	963	963
Candidatus Collierbacteria bacterium GW2011_GWA2_42_17	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.730827	42.0	805	800
Candidatus Collierbacteria bacterium GW2011_GWA2_44_13	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.08943	44.0	1159	1159
Candidatus Collierbacteria bacterium GW2011_GWA2_44_99	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.628334	43.8	763	763
Candidatus Collierbacteria bacterium GW2011_GWA2_46_26	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.09564	45.0	1176	1173
Candidatus Collierbacteria bacterium GW2011_GWB1_44_197	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.607153	43.6	684	684
Candidatus Collierbacteria bacterium GW2011_GWB1_44_35	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.240795	44.1	303	300
Candidatus Collierbacteria bacterium GW2011_GWB1_44_6	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.964574	43.4	1107	1107
Candidatus Collierbacteria bacterium GW2011_GWB1_45_35	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.803568	43.7	905	905
Candidatus Collierbacteria bacterium GW2011_GWB2_42_12	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.741021	42.0	810	809
Candidatus Collierbacteria bacterium GW2011_GWB2_44_22	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.09	44.0	1168	1168
Candidatus Collierbacteria bacterium GW2011_GWB2_45_17	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.894216	43.8	1011	1011
Candidatus Collierbacteria bacterium GW2011_GWC1_45_47	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.324218	44.9	388	387
Candidatus Collierbacteria bacterium GW2011_GWC2_43_12	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.867547	43.2	961	961
Candidatus Collierbacteria bacterium GW2011_GWC2_44_13	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.872515	44.4	944	940
Candidatus Collierbacteria bacterium GW2011_GWC2_44_18	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.860944	43.5	965	965
Candidatus Collierbacteria bacterium GW2011_GWC2_44_30	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.03508	44.0	1141	1141
Candidatus Collierbacteria bacterium GW2011_GWC2_45_15	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.616301	44.6	715	715
Candidatus Collierbacteria bacterium GW2011_GWC2_45_40	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.796582	43.8	926	926
Candidatus Collierbacteria bacterium GW2011_GWD1_44_27	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.02788	44.0	1082	1082
Candidatus Collierbacteria bacterium GW2011_GWD2_42_50	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.636934	42.0	756	753
Candidatus Collierbacteria bacterium GW2011_GWD2_45_10	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.10181	44.1	1174	1174
Candidatus Collierbacteria bacterium GW2011_GWE1_46_18	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.60823	43.7	717	714
Candidatus Collierbacteria bacterium GW2011_GWE2_42_48	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.674282	41.8	786	783
Candidatus Collierbacteria bacterium GW2011_GWF1_42_50	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.418396	42.5	496	494
Candidatus Collierbacteria bacterium GW2011_GWF1_44_12	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.61355	44.6	699	697
Candidatus Collierbacteria bacterium GW2011_GWF2_42_51	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.629643	41.9	723	721
Candidatus Collierbacteria bacterium GW2011_GWF2_44_15	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.754272	44.4	854	851
Candidatus Competibacter denitrificans	Bacteria	Proteobacteria	Gammaproteobacteria	4.08487	0	0	0
Candidatus Contendobacter odensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.61165	0	0	0
Candidatus Curtissbacteria bacterium GW2011_GWA1_40_16	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.954236	40.8	1037	1037
Candidatus Curtissbacteria bacterium GW2011_GWA1_40_24	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.242364	40.7	280	280
Candidatus Curtissbacteria bacterium GW2011_GWA1_40_47	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.892301	40.0	931	931
Candidatus Curtissbacteria bacterium GW2011_GWA1_40_9	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.277706	39.3	340	340
Candidatus Curtissbacteria bacterium GW2011_GWA1_41_11	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.838947	40.6	922	922
Candidatus Curtissbacteria bacterium GW2011_GWA2_40_31	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.628644	40.7	667	667
Candidatus Curtissbacteria bacterium GW2011_GWA2_41_24	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.0465	39.9	1085	1085
Candidatus Curtissbacteria bacterium GW2011_GWB1_40_28	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.997797	40.0	1050	1049
Candidatus Curtissbacteria bacterium GW2011_GWC1_44_33	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.41036	44.1	511	510
Candidatus Curtissbacteria bacterium GW2011_GWC2_38_9	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.567388	37.5	606	606
Candidatus Curtissbacteria bacterium GW2011_GWC2_41_21	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.09913	40.1	1147	1141
Candidatus Curtissbacteria bacterium GW2011_GWD1_40_8	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.788285	39.3	860	859
Candidatus Dadabacteria bacterium CSP1-2	Bacteria	unclassified Bacteria	Bacteria candidate phyla	2.47966	40.3	2467	2424
Candidatus Daviesbacteria bacterium GW2011_GWA1_36_8	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.10389	36.1	1208	1208
Candidatus Daviesbacteria bacterium GW2011_GWA1_38_7	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.962353	37.5	1136	1133
Candidatus Daviesbacteria bacterium GW2011_GWA1_41_61	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.05566	39.7	1089	1085
Candidatus Daviesbacteria bacterium GW2011_GWA1_42_6	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.43047	42.0	491	491
Candidatus Daviesbacteria bacterium GW2011_GWA2_38_17	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.458228	38.4	526	526
Candidatus Daviesbacteria bacterium GW2011_GWA2_38_24	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.16506	37.5	1237	1234
Candidatus Daviesbacteria bacterium GW2011_GWA2_39_33	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.27239	38.8	1291	1291
Candidatus Daviesbacteria bacterium GW2011_GWA2_40_9	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.03547	39.6	1097	1097
Candidatus Daviesbacteria bacterium GW2011_GWA2_42_7	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.765206	42.2	873	866
Candidatus Daviesbacteria bacterium GW2011_GWB1_36_5	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.08032	35.9	1234	1231
Candidatus Daviesbacteria bacterium GW2011_GWB1_39_5	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.836375	38.9	974	972
Candidatus Daviesbacteria bacterium GW2011_GWB1_41_15	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.07093	39.7	1107	1103
Candidatus Daviesbacteria bacterium GW2011_GWB1_41_5	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.03108	40.8	1229	1228
Candidatus Daviesbacteria bacterium GW2011_GWC1_40_9	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.02405	39.5	1087	1086
Candidatus Daviesbacteria bacterium GW2011_GWC2_40_12	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.27111	38.9	1315	1309
Candidatus Daviesbacteria bacterium GW2011_GWF2_38_6	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.769554	38.0	953	952
Candidatus Daviesbacteria bacterium GW2011_GWF2_38_7	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.886482	38.7	1004	1002
Candidatus Desulforudis audaxviator	Bacteria	Terrabacteria group	Firmicutes	2.34948	0	0	0
Candidatus Dorea massiliensis	Bacteria	Terrabacteria group	Firmicutes	3.58416	0	0	0
Candidatus Endolissoclinum faulkneri	Bacteria	Proteobacteria	Alphaproteobacteria	1.48119	0	0	0
Candidatus Endoriftia persephone	Bacteria	Proteobacteria	Gammaproteobacteria	3.20325	0	0	0
Candidatus Entotheonella	Bacteria	Nitrospinae/Tectomicrobia group	Candidatus Tectomicrobia	9.94778	0	0	0
Candidatus Evansia muelleri	Bacteria	Proteobacteria	Gammaproteobacteria	0.357498	25.3	355	317
Candidatus Falkowbacteria bacterium GW2011_GWA2_39_24	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.528742	38.9	579	579
Candidatus Falkowbacteria bacterium GW2011_GWA2_41_14	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.45029	41.6	456	455
Candidatus Falkowbacteria bacterium GW2011_GWC2_38_22	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.38785	38.3	1203	1201
Candidatus Falkowbacteria bacterium GW2011_GWD2_38_42	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.38836	38.3	1205	1203
Candidatus Falkowbacteria bacterium GW2011_GWE1_38_31	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.35036	38.4	1167	1165
Candidatus Falkowbacteria bacterium GW2011_GWE2_38_254	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.38203	38.4	1194	1192
Candidatus Falkowbacteria bacterium GW2011_GWF1_38_22	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.38711	38.3	1202	1200
Candidatus Falkowbacteria bacterium GW2011_GWF2_38_1205	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.37985	38.4	1196	1194
Candidatus Falkowbacteria bacterium GW2011_GWF2_39_8	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.986231	38.6	1039	1038
Candidatus Falkowbacteria bacterium GW2011_GWF2_43_32	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.878791	43.3	795	794
Candidatus Fervidibacter sacchari JGI OTU-1	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.53686	50.7	0	0
Candidatus Fibromonas termitidis	Bacteria	FCB group	Fibrobacteres	3.1627	43.1	0	0
Candidatus Filomicrobium marinum	Bacteria	Proteobacteria	Alphaproteobacteria	3.96994	57.3	3669	3543
Candidatus Giovannonibacteria bacterium GW2011_GWA1_43_15	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.675871	42.8	749	749
Candidatus Giovannonibacteria bacterium GW2011_GWA1_44_25	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.962773	44.1	1045	1045
Candidatus Giovannonibacteria bacterium GW2011_GWA1_44_29	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.749863	44.0	793	792
Candidatus Giovannonibacteria bacterium GW2011_GWA2_44_13b	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.670216	43.9	759	759
Candidatus Giovannonibacteria bacterium GW2011_GWA2_44_26	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.939887	43.5	1054	1054
Candidatus Giovannonibacteria bacterium GW2011_GWA2_45_21	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.574022	45.2	676	676
Candidatus Giovannonibacteria bacterium GW2011_GWA2_53_7	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.677628	51.9	707	707
Candidatus Giovannonibacteria bacterium GW2011_GWB1_43_13	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.707203	42.9	786	784
Candidatus Giovannonibacteria bacterium GW2011_GWB1_44_23	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.890899	43.9	947	947
Candidatus Giovannonibacteria bacterium GW2011_GWB1_45_9b	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.377361	44.4	411	410
Candidatus Giovannonibacteria bacterium GW2011_GWB1_46_20	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.699982	44.9	766	766
Candidatus Giovannonibacteria bacterium GW2011_GWB1_47_6b	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.688017	47.5	770	761
Candidatus Giovannonibacteria bacterium GW2011_GWC2_43_8	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.578477	43.1	678	677
Candidatus Giovannonibacteria bacterium GW2011_GWC2_44_8	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.445117	43.5	526	526
Candidatus Giovannonibacteria bacterium GW2011_GWC2_44_9	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.745743	44.0	814	814
Candidatus Giovannonibacteria bacterium GW2011_GWF2_42_19	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.877983	41.9	936	934
Candidatus Glomeribacter gigasporarum	Bacteria	Proteobacteria	Betaproteobacteria	1.72695	0	0	0
Candidatus Gottesmanbacteria bacterium GW2011_GWA1_34_13	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.56282	32.7	598	597
Candidatus Gottesmanbacteria bacterium GW2011_GWA1_42_26	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.46077	42.4	1544	1542
Candidatus Gottesmanbacteria bacterium GW2011_GWA1_43_11	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.42412	43.1	1516	1512
Candidatus Gottesmanbacteria bacterium GW2011_GWA1_44_24b	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.00676	43.2	1035	1031
Candidatus Gottesmanbacteria bacterium GW2011_GWA1_47_8	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.282303	46.8	336	336
Candidatus Gottesmanbacteria bacterium GW2011_GWA1_48_13	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.553412	47.8	616	616
Candidatus Gottesmanbacteria bacterium GW2011_GWA2_41_12	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.250684	39.8	246	246
Candidatus Gottesmanbacteria bacterium GW2011_GWA2_42_16	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.32505	42.3	1378	1378
Candidatus Gottesmanbacteria bacterium GW2011_GWA2_42_18	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.24128	42.3	1324	1324
Candidatus Gottesmanbacteria bacterium GW2011_GWA2_43_14	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.65063	43.2	1699	1699
Candidatus Gottesmanbacteria bacterium GW2011_GWA2_44_17	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.614589	43.5	652	652
Candidatus Gottesmanbacteria bacterium GW2011_GWA2_47_9	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.14179	46.9	1276	1273
Candidatus Gottesmanbacteria bacterium GW2011_GWB1_43_11	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.48053	42.5	1524	1524
Candidatus Gottesmanbacteria bacterium GW2011_GWB1_44_11c	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.21582	43.2	1290	1290
Candidatus Gottesmanbacteria bacterium GW2011_GWB1_49_7	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.803024	49.6	1156	1156
Candidatus Gottesmanbacteria bacterium GW2011_GWC1_43_10	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.41629	42.4	1459	1459
Candidatus Gottesmanbacteria bacterium GW2011_GWC2_39_8	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.42764	38.7	1546	1544
Candidatus Gottesmanbacteria bacterium GW2011_GWC2_42_8	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.952539	41.9	1109	1109
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	2.16936	0	0	0
Candidatus Hepatobacter penaei	Bacteria	Proteobacteria	Alphaproteobacteria	1.11561	49.8	1125	1057
Candidatus Hepatoplasma crinochetorum	Bacteria	Terrabacteria group	Tenericutes	0.657101	23.4	595	563
Candidatus Hodgkinia cicadicola	Bacteria	Proteobacteria	Alphaproteobacteria	1.11271	46.8	194	170
Candidatus Hydrogenedens terephthalicus JGI OTU-1	Bacteria	unclassified Bacteria	Bacteria candidate phyla	2.8744	36.9	0	0
Candidatus Ishikawaella capsulata	Bacteria	Proteobacteria	Gammaproteobacteria	0.754729	0	0	0
Candidatus Jettenia caeni	Bacteria	PVC group	Planctomycetes	4.08735	40.0	3570	3456
Candidatus Jorgensenbacteria bacterium GW2011_GWA1_48_11	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.691147	49.0	741	739
Candidatus Jorgensenbacteria bacterium GW2011_GWA1_48_13	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.56955	48.7	627	624
Candidatus Jorgensenbacteria bacterium GW2011_GWA2_45_13	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.56805	45.2	658	657
Candidatus Jorgensenbacteria bacterium GW2011_GWA2_45_9	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.542483	45.1	579	577
Candidatus Jorgensenbacteria bacterium GW2011_GWB1_49_9	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.757718	49.2	801	799
Candidatus Jorgensenbacteria bacterium GW2011_GWB1_50_10	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.675076	48.8	741	738
Candidatus Jorgensenbacteria bacterium GW2011_GWC1_48_8	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.535634	48.5	632	630
Candidatus Jorgensenbacteria bacterium GW2011_GWF2_41_8	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.583444	40.9	623	620
Candidatus Kaiserbacteria bacterium GW2011_GWA1_50_28	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.421273	50.0	466	460
Candidatus Kaiserbacteria bacterium GW2011_GWA2_49_19	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.575392	48.8	582	581
Candidatus Kaiserbacteria bacterium GW2011_GWA2_49_56	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.129371	49.4	130	130
Candidatus Kaiserbacteria bacterium GW2011_GWA2_52_12	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.924614	52.0	974	974
Candidatus Kaiserbacteria bacterium GW2011_GWA2_58_9	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.567894	57.9	656	655
Candidatus Kaiserbacteria bacterium GW2011_GWB1_50_17	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.434269	50.0	478	478
Candidatus Kaiserbacteria bacterium GW2011_GWB1_52_6	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.648724	52.2	705	705
Candidatus Kaiserbacteria bacterium GW2011_GWC2_49_12	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.621941	50.1	691	690
Candidatus Kaiserbacteria bacterium GW2011_GWC2_52_8b	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.998293	51.7	1093	1092
Candidatus Kinetoplastibacterium crithidii	Bacteria	Proteobacteria	Betaproteobacteria	0.82193	0	0	0
Candidatus Kinetoplastibacterium desouzaii	Bacteria	Proteobacteria	Betaproteobacteria	0.833125	0	0	0
Candidatus Kinetoplastibacterium galatii	Bacteria	Proteobacteria	Betaproteobacteria	0.82214	0	0	0
Candidatus Kinetoplastibacterium oncopeltii	Bacteria	Proteobacteria	Betaproteobacteria	0.810172	0	0	0
Candidatus Koribacter versatilis	Bacteria	Acidobacteria	Acidobacteriia	5.65037	0	0	0
Candidatus Kuenenbacteria bacterium GW2011_GWA2_42_15	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.81365	41.9	839	832
Candidatus Kuenenia stuttgartiensis	Bacteria	PVC group	Planctomycetes	3.81026	0	0	0
Candidatus Latescibacter anaerobius SCGC AAA252-E07	Bacteria	FCB group	Latescibacteria	2.29028	42.1	0	0
Candidatus Levybacteria bacterium GW2011_GWA1_37_16	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.678048	37.1	755	755
Candidatus Levybacteria bacterium GW2011_GWA1_39_11	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.849023	38.5	899	899
Candidatus Levybacteria bacterium GW2011_GWA1_39_32	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.721861	38.6	841	840
Candidatus Levybacteria bacterium GW2011_GWA1_39_34	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.310453	39.5	340	339
Candidatus Levybacteria bacterium GW2011_GWA2_36_13	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.417526	36.3	452	452
Candidatus Levybacteria bacterium GW2011_GWA2_37_36	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.508761	36.9	552	552
Candidatus Levybacteria bacterium GW2011_GWA2_40_16	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.814058	39.8	854	854
Candidatus Levybacteria bacterium GW2011_GWA2_40_8	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.700558	39.6	763	759
